loss,grad_norm,learning_rate,accuracy,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.3592,1.4434435367584229,4.75e-05,0.389375,0.013404825737265416,100,1.2895050048828125,0.85625,7.1214,89.869,1.404
0.7814,6.4556732177734375,4.5e-05,0.825,0.02680965147453083,200,0.36776119470596313,0.8796875,7.1527,89.476,1.398
0.3761,4.317507743835449,4.25e-05,0.8741071428571429,0.040214477211796246,300,0.3535868227481842,0.8859375,7.18,89.137,1.393
0.2921,5.199919700622559,4e-05,0.9013392857142857,0.05361930294906166,400,0.3497176170349121,0.89375,7.2091,88.777,1.387
0.3138,4.550806045532227,3.7500000000000003e-05,0.8933035714285714,0.06702412868632708,500,0.32967409491539,0.9015625,7.2113,88.749,1.387
0.3024,2.9701955318450928,3.5e-05,0.8982142857142857,0.08042895442359249,600,0.32896941900253296,0.9,7.2632,88.115,1.377
0.3018,2.10174298286438,3.2500000000000004e-05,0.903125,0.0938337801608579,700,0.3279576897621155,0.9015625,7.2222,88.616,1.385
0.3193,2.4801018238067627,3e-05,0.8977678571428571,0.10723860589812333,800,0.31685495376586914,0.9046875,7.2179,88.669,1.385
0.2965,5.158106803894043,2.7500000000000004e-05,0.8995535714285714,0.12064343163538874,900,0.3117774724960327,0.9046875,7.2339,88.473,1.382
0.2872,4.822790622711182,2.5e-05,0.9053571428571429,0.13404825737265416,1000,0.30783137679100037,0.90625,7.217,88.68,1.386
0.2959,6.3496174812316895,2.25e-05,0.9017857142857143,0.14745308310991956,1100,0.3035324215888977,0.9046875,7.2127,88.732,1.386
0.2973,3.6748878955841064,2e-05,0.9040178571428571,0.16085790884718498,1200,0.3058471977710724,0.903125,7.2536,88.232,1.379
0.3204,4.290492534637451,1.75e-05,0.8991071428571429,0.1742627345844504,1300,0.3056536316871643,0.9015625,7.2431,88.36,1.381
0.2811,7.394376277923584,1.5e-05,0.9026785714285714,0.1876675603217158,1400,0.30250006914138794,0.90625,7.2029,88.854,1.388
0.2945,7.879312038421631,1.25e-05,0.8995535714285714,0.20107238605898123,1500,0.3062227964401245,0.9046875,7.2217,88.622,1.385
0.317,3.455636739730835,1e-05,0.8977678571428571,0.21447721179624665,1600,0.3021486699581146,0.9046875,7.2548,88.217,1.378
0.2626,0.8064268231391907,7.5e-06,0.9138392857142857,0.22788203753351208,1700,0.30914098024368286,0.90625,7.302,87.647,1.369
0.2822,6.5074462890625,5e-06,0.9044642857142857,0.24128686327077747,1800,0.303924024105072,0.909375,7.2506,88.269,1.379
0.2608,3.7257118225097656,2.5e-06,0.909375,0.2546916890080429,1900,0.3016480803489685,0.909375,7.2634,88.113,1.377
0.3334,0.377859503030777,0.0,0.8995535714285714,0.2680965147453083,2000,0.3011378049850464,0.9109375,7.239,88.41,1.381
