loss,grad_norm,learning_rate,accuracy,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.3732,1.4180749654769897,4.75e-05,0.3425,0.013404825737265416,100,1.3464819192886353,0.709375,6.9724,91.791,1.434
1.3255,2.235069751739502,4.5e-05,0.5821428571428572,0.02680965147453083,200,1.2778513431549072,0.7953125,7.0121,91.271,1.426
1.2108,1.967099666595459,4.25e-05,0.746875,0.040214477211796246,300,1.1053646802902222,0.828125,7.0389,90.923,1.421
0.9217,1.7308435440063477,4e-05,0.85,0.05361930294906166,400,0.6876004934310913,0.871875,7.0412,90.894,1.42
0.5529,2.140305280685425,3.7500000000000003e-05,0.8808035714285715,0.06702412868632708,500,0.39687252044677734,0.8859375,7.0012,91.413,1.428
0.4083,1.8138716220855713,3.5e-05,0.8861607142857143,0.08042895442359249,600,0.3448953628540039,0.8875,7.0174,91.202,1.425
0.3547,1.494632363319397,3.2500000000000004e-05,0.8897321428571429,0.0938337801608579,700,0.33337512612342834,0.890625,7.0055,91.357,1.427
0.3765,1.531225562095642,3e-05,0.8803571428571428,0.10723860589812333,800,0.32283490896224976,0.8890625,7.0576,90.682,1.417
0.355,3.4588327407836914,2.7500000000000004e-05,0.8861607142857143,0.12064343163538874,900,0.32334956526756287,0.89375,7.0015,91.409,1.428
0.346,2.067499876022339,2.5e-05,0.8883928571428571,0.13404825737265416,1000,0.3204353153705597,0.8921875,7.0179,91.195,1.425
0.3408,2.2350311279296875,2.25e-05,0.8883928571428571,0.14745308310991956,1100,0.3183150887489319,0.89375,7.0238,91.119,1.424
0.3471,2.645057201385498,2e-05,0.8928571428571429,0.16085790884718498,1200,0.3192098140716553,0.896875,7.0199,91.17,1.425
0.3568,1.5335681438446045,1.75e-05,0.8839285714285714,0.1742627345844504,1300,0.3196561336517334,0.9,6.9867,91.602,1.431
0.3265,1.7247730493545532,1.5e-05,0.8986607142857143,0.1876675603217158,1400,0.31977272033691406,0.8984375,6.9979,91.456,1.429
0.3361,3.107731819152832,1.25e-05,0.8986607142857143,0.20107238605898123,1500,0.3195262551307678,0.9,7.0174,91.202,1.425
0.3547,2.2223377227783203,1e-05,0.89375,0.21447721179624665,1600,0.3167164921760559,0.9,6.9984,91.449,1.429
0.3087,0.8210939168930054,7.5e-06,0.8955357142857143,0.22788203753351208,1700,0.318541944026947,0.9015625,7.0008,91.418,1.428
0.3222,2.679874897003174,5e-06,0.9004464285714285,0.24128686327077747,1800,0.3190481662750244,0.9015625,6.9911,91.545,1.43
0.3139,1.9763917922973633,2.5e-06,0.8991071428571429,0.2546916890080429,1900,0.31921976804733276,0.9015625,7.0238,91.119,1.424
0.365,0.3606826066970825,0.0,0.8866071428571428,0.2680965147453083,2000,0.3191390335559845,0.9015625,7.0305,91.032,1.422
