loss,grad_norm,learning_rate,accuracy,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.3704,1.473400354385376,4.75e-05,0.36,0.013404825737265416,100,1.344789743423462,0.6984375,6.8874,92.923,1.452
1.3079,2.1683804988861084,4.5e-05,0.6241071428571429,0.02680965147453083,200,1.235628604888916,0.8453125,6.924,92.432,1.444
1.0622,2.052219867706299,4.25e-05,0.8178571428571428,0.040214477211796246,300,0.7673847675323486,0.8765625,7.0097,91.303,1.427
0.558,1.0215929746627808,4e-05,0.8830357142857143,0.05361930294906166,400,0.3825811743736267,0.8875,7.0213,91.151,1.424
0.3761,2.246225357055664,3.7500000000000003e-05,0.8883928571428571,0.06702412868632708,500,0.33663684129714966,0.8890625,7.0074,91.332,1.427
0.3539,1.5360382795333862,3.5e-05,0.8892857142857142,0.08042895442359249,600,0.3293672502040863,0.8984375,7.0135,91.253,1.426
0.3288,1.7394936084747314,3.2500000000000004e-05,0.890625,0.0938337801608579,700,0.33074045181274414,0.8984375,7.023,91.13,1.424
0.3586,1.5838755369186401,3e-05,0.8839285714285714,0.10723860589812333,800,0.3191293776035309,0.9,6.9956,91.486,1.429
0.3473,3.3137874603271484,2.7500000000000004e-05,0.8901785714285714,0.12064343163538874,900,0.3212937116622925,0.9015625,7.0099,91.3,1.427
0.3331,1.9336566925048828,2.5e-05,0.8959821428571428,0.13404825737265416,1000,0.31895777583122253,0.8984375,7.0354,90.968,1.421
0.3339,2.0290067195892334,2.25e-05,0.8919642857142858,0.14745308310991956,1100,0.3160712718963623,0.9046875,6.9985,91.448,1.429
0.3318,2.5374579429626465,2e-05,0.9008928571428572,0.16085790884718498,1200,0.3172084093093872,0.9,6.9983,91.451,1.429
0.3502,1.8021295070648193,1.75e-05,0.8866071428571428,0.1742627345844504,1300,0.3180559575557709,0.8984375,7.0985,90.16,1.409
0.3156,1.7336821556091309,1.5e-05,0.9004464285714285,0.1876675603217158,1400,0.3184043765068054,0.8984375,7.0178,91.197,1.425
0.3254,3.2193822860717773,1.25e-05,0.9013392857142857,0.20107238605898123,1500,0.3173145353794098,0.8953125,7.0208,91.158,1.424
0.3486,2.1264891624450684,1e-05,0.8950892857142857,0.21447721179624665,1600,0.31473201513290405,0.903125,6.9974,91.463,1.429
0.3007,0.8801755905151367,7.5e-06,0.8977678571428571,0.22788203753351208,1700,0.3171764016151428,0.903125,6.9929,91.521,1.43
0.3111,2.750439405441284,5e-06,0.9008928571428572,0.24128686327077747,1800,0.31806403398513794,0.903125,7.0171,91.206,1.425
0.305,2.000483512878418,2.5e-06,0.9017857142857143,0.2546916890080429,1900,0.3182957172393799,0.9015625,6.9928,91.522,1.43
0.3629,0.3940068781375885,0.0,0.8879464285714286,0.2680965147453083,2000,0.31811749935150146,0.9015625,6.997,91.468,1.429
