Step,Train Loss,Test Loss,Train Acc,Test Acc,Learning Rate,Epochs,loss spread,loss ratio,Acc spread,Acc ratio
100,1.368,1.3396528959274292,0.368125,0.6765625,4.75e-05,0.0134048257372654,0.028347104072570906,1.0211600364234248,0.3084375,1.8378607809847198
200,1.3099,1.2600854635238647,0.5638392857142858,0.8,4.5e-05,0.0268096514745308,0.04981453647613532,1.0395326649803796,0.23616071428571428,1.4188440221694378
300,1.1741,1.054296851158142,0.7816964285714286,0.86875,4.25e-05,0.0402144772117962,0.11980314884185783,1.1136332226642378,0.0870535714285714,1.111364934323244
400,0.8595,0.6362451314926147,0.8714285714285714,0.875,4e-05,0.0536193029490616,0.2232548685073853,1.3508944233233426,0.0035714285714285587,1.0040983606557377
500,0.5392,0.3904351592063904,0.8803571428571428,0.8796875,3.75e-05,0.067024128686327,0.14876484079360963,1.3810231668069886,-0.0006696428571428825,0.9992393509127788
600,0.4168,0.34639373421669,0.8852678571428572,0.8828125,3.5e-05,0.0804289544235924,0.07040626578331,1.2032550211756043,-0.002455357142857162,0.997226424609178
700,0.3729,0.3302343487739563,0.884375,0.8921875,3.2500000000000004e-05,0.0938337801608579,0.04266565122604371,1.129198102451929,0.0078125,1.0088339222614842
800,0.3844,0.320406049489975,0.878125,0.89375,3e-05,0.1072386058981233,0.06399395051002504,1.1997276599861055,0.015625,1.0177935943060499
900,0.3537,0.3193914294242859,0.8901785714285714,0.8953125,2.7500000000000004e-05,0.1206434316353887,0.034308570575714126,1.107418569864434,0.005133928571428581,1.0057673019057172
1000,0.3563,0.3144831657409668,0.8861607142857143,0.896875,2.5e-05,0.1340482573726541,0.04181683425903321,1.1329700245178684,0.010714285714285676,1.0120906801007556
1100,0.3566,0.3116703033447265,0.8866071428571428,0.8984375,2.25e-05,0.1474530831099195,0.044929696655273466,1.1441577724059853,0.011830357142857184,1.0133434038267877
1200,0.349,0.3125075697898865,0.8924107142857143,0.8984375,2e-05,0.1608579088471849,0.0364924302101135,1.1167729480429835,0.006026785714285721,1.006753376688344
1300,0.3722,0.3124901354312897,0.8857142857142857,0.9,1.75e-05,0.1742627345844504,0.0597098645687103,1.1910775982937845,0.014285714285714346,1.0161290322580645
1400,0.334,0.3126638829708099,0.8982142857142857,0.9,1.5e-05,0.1876675603217158,0.021336117029190138,1.0682397878081176,0.0017857142857142794,1.0019880715705765
1500,0.3294,0.3112190067768097,0.8933035714285714,0.903125,1.25e-05,0.2010723860589812,0.018180993223190334,1.05841864676417,0.009821428571428537,1.0109945027486256
1600,0.3686,0.3081692457199096,0.8919642857142858,0.90625,1e-05,0.2144772117962466,0.06043075428009037,1.1960959930927533,0.014285714285714235,1.0160160160160159
1700,0.3132,0.3094126284122467,0.9040178571428572,0.90625,7.5e-06,0.227882037533512,0.0037873715877532743,1.012240520392423,0.0022321428571427937,1.002469135802469
1800,0.3309,0.3101670145988464,0.9,0.9046875,5e-06,0.2412868632707774,0.020732985401153647,1.066844585095448,0.004687499999999956,1.0052083333333333
1900,0.3184,0.3098145723342895,0.9008928571428572,0.9046875,2.5e-06,0.2546916890080429,0.008585427665710521,1.0277115036940447,0.003794642857142816,1.0042120911793855
2000,0.3766,0.3096933364868164,0.8875,0.90625,0.0,0.2680965147453083,0.06690666351318358,1.2160416632536484,0.018750000000000044,1.0211267605633803
