Step,Train Loss,Test Loss,Train Acc,Test Acc,Learning Rate,Epochs,loss spread,loss ratio,Acc spread,Acc ratio
100,0.8448,0.340982049703598,0.67375,0.8828125,0.0004969220851487,0.0134048257372654,0.503817950296402,2.477549773468576,0.20906250000000004,1.3102968460111317
200,0.3724,0.3348754048347473,0.8799107142857143,0.8953125,0.0004877641290737,0.0268096514745308,0.037524595165252694,1.1120553932104096,0.015401785714285632,1.017503805175038
300,0.3462,0.3486973345279693,0.8790178571428572,0.8921875,0.000472751631047,0.0402144772117962,-0.002497334527969297,0.9928381026159838,0.013169642857142838,1.014982224479431
400,0.3099,0.3306668400764465,0.8950892857142857,0.9,0.0004522542485937,0.0536193029490616,-0.02076684007644647,0.937197089155824,0.004910714285714324,1.0054862842892769
500,0.3075,0.3257431089878082,0.8995535714285714,0.9046875,0.0004267766952966,0.067024128686327,-0.018243108987808232,0.9439954108484578,0.005133928571428581,1.0057071960297768
600,0.294,0.3320114910602569,0.9058035714285714,0.896875,0.0003969463130731,0.0804289544235924,-0.03801149106025692,0.8855115196800276,-0.008928571428571397,0.9901429275505176
700,0.3116,0.3358523845672607,0.9008928571428572,0.903125,0.0003634976249348,0.0938337801608579,-0.0242523845672607,0.9277885592549553,0.0022321428571427937,1.0024777006937562
800,0.3155,0.3171884417533874,0.8924107142857143,0.903125,0.0003272542485937,0.1072386058981233,-0.001688441753387393,0.9946768496857772,0.010714285714285676,1.0120060030015008
900,0.294,0.3211000859737396,0.903125,0.90625,0.00028910861626,0.1206434316353887,-0.02710008597373964,0.9156023708571789,0.0031250000000000444,1.0034602076124568
1000,0.2968,0.3172540664672851,0.9008928571428572,0.9046875,0.00025,0.1340482573726541,-0.020454066467285092,0.935527803646311,0.003794642857142816,1.0042120911793855
1100,0.3086,0.3142550587654114,0.9026785714285714,0.9015625,0.0002108913837399,0.1474530831099195,-0.0056550587654113915,0.9820048759513118,-0.0011160714285713969,0.9987636003956479
1200,0.3152,0.3180118203163147,0.8964285714285715,0.903125,0.0001727457514062,0.1608579088471849,-0.002811820316314717,0.9911581264070062,0.006696428571428492,1.0074701195219122
1300,0.341,0.3169869482517242,0.8941964285714286,0.9015625,0.0001365023750651,0.1742627345844504,0.024013051748275838,1.0757540708875077,0.007366071428571486,1.008237643534698
1400,0.3041,0.3153184056282043,0.9,0.9,0.0001030536869268,0.1876675603217158,-0.011218405628204309,0.9644219765546066,0.0,1.0
1500,0.3041,0.3152218759059906,0.9004464285714285,0.9,7.322330470336314e-05,0.2010723860589812,-0.01112187590599062,0.9647173094379163,-0.00044642857142851433,0.9995042141794745
1600,0.3246,0.3142961859703064,0.8955357142857143,0.90625,4.774575140626316e-05,0.2144772117962466,0.010303814029693603,1.03278377049942,0.010714285714285676,1.011964107676969
1700,0.2821,0.315712034702301,0.9058035714285714,0.9,2.724836895290805e-05,0.227882037533512,-0.03361203470230101,0.8935357825874605,-0.0058035714285713524,0.9935929029078364
1800,0.2988,0.3158238530158996,0.9013392857142856,0.9,1.2235870926211616e-05,0.2412868632707774,-0.017023853015899593,0.9460970004218061,-0.001339285714285543,0.9985141158989601
1900,0.2767,0.3158274292945862,0.9058035714285714,0.9,3.077914851215585e-06,0.2546916890080429,-0.03912742929458618,0.8761113644182871,-0.0058035714285713524,0.9935929029078364
2000,0.3385,0.3158037364482879,0.8955357142857143,0.9,0.0,0.2680965147453083,0.022696263551712115,1.0718682552871839,0.004464285714285698,1.0049850448654039
