loss,grad_norm,learning_rate,accuracy,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.3745,1.4086624383926392,4.75e-05,0.34375,0.013404825737265416,100,1.3427852392196655,0.5984375,6.873,93.118,1.455
1.3031,2.272645950317383,4.5e-05,0.5901785714285714,0.02680965147453083,200,1.2273733615875244,0.871875,6.8779,93.052,1.454
1.0602,2.0531198978424072,4.25e-05,0.8241071428571428,0.040214477211796246,300,0.7855939865112305,0.8640625,6.9545,92.027,1.438
0.5876,1.0839790105819702,4e-05,0.8745535714285714,0.05361930294906166,400,0.400322824716568,0.8890625,6.9962,91.478,1.429
0.3917,2.507351875305176,3.7500000000000003e-05,0.8861607142857143,0.06702412868632708,500,0.3378456234931946,0.8875,6.9805,91.684,1.433
0.3601,1.4394710063934326,3.5e-05,0.8892857142857142,0.08042895442359249,600,0.3268267512321472,0.896875,7.0029,91.39,1.428
0.3346,1.9656612873077393,3.2500000000000004e-05,0.8883928571428571,0.0938337801608579,700,0.3245660662651062,0.896875,7.0064,91.345,1.427
0.3577,1.638472080230713,3e-05,0.8821428571428571,0.10723860589812333,800,0.3148767352104187,0.8953125,6.9777,91.721,1.433
0.3478,3.3950469493865967,2.7500000000000004e-05,0.8901785714285714,0.12064343163538874,900,0.31736764311790466,0.8984375,6.9561,92.005,1.438
0.3304,2.0380396842956543,2.5e-05,0.8964285714285715,0.13404825737265416,1000,0.31555086374282837,0.8984375,6.9624,91.922,1.436
0.3308,2.335559368133545,2.25e-05,0.8946428571428572,0.14745308310991956,1100,0.31366509199142456,0.9,6.9712,91.807,1.434
0.3365,2.5847573280334473,2e-05,0.8959821428571428,0.16085790884718498,1200,0.3139208257198334,0.9046875,6.9848,91.627,1.432
0.3497,1.5784392356872559,1.75e-05,0.8915178571428571,0.1742627345844504,1300,0.31491604447364807,0.9,6.9881,91.585,1.431
0.3127,1.7714385986328125,1.5e-05,0.9004464285714285,0.1876675603217158,1400,0.31518200039863586,0.9015625,6.9641,91.9,1.436
0.327,3.4699294567108154,1.25e-05,0.9022321428571428,0.20107238605898123,1500,0.31406983733177185,0.9046875,6.9841,91.637,1.432
0.3482,1.8638800382614136,1e-05,0.8959821428571428,0.21447721179624665,1600,0.31205299496650696,0.8953125,6.9858,91.615,1.431
0.2969,1.052795171737671,7.5e-06,0.8982142857142857,0.22788203753351208,1700,0.3142237067222595,0.903125,7.0044,91.372,1.428
0.3089,2.757054090499878,5e-06,0.9017857142857143,0.24128686327077747,1800,0.315010130405426,0.90625,6.9769,91.731,1.433
0.3044,2.3204903602600098,2.5e-06,0.90625,0.2546916890080429,1900,0.3151059150695801,0.90625,6.9839,91.639,1.432
0.3571,0.39532020688056946,0.0,0.89375,0.2680965147453083,2000,0.3150649666786194,0.90625,7.0233,91.125,1.424
