accuracy,epoch,grad_norm,learning_rate,loss,step,eval_accuracy,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second
0.384375,0.013404825737265416,1.4320733547210693,4.75e-05,1.3613,100,0.725,1.3184475898742676,7.0265,91.084,1.423
0.7151785714285714,0.02680965147453083,3.2227320671081543,4.5e-05,1.1178,200,0.8671875,0.6066544651985168,7.0719,90.5,1.414
0.8683035714285714,0.040214477211796246,4.23998498916626,4.25e-05,0.4454,300,0.8796875,0.36643198132514954,7.1402,89.633,1.401
0.8995535714285714,0.05361930294906166,3.369178056716919,4e-05,0.306,400,0.8890625,0.35224246978759766,7.1234,89.845,1.404
0.8959821428571428,0.06702412868632708,4.109127521514893,3.7500000000000003e-05,0.3227,500,0.896875,0.3335241675376892,7.0447,90.848,1.42
0.8897321428571429,0.08042895442359249,3.243997097015381,3.5e-05,0.3135,600,0.8921875,0.3313221335411072,7.1029,90.104,1.408
0.8977678571428571,0.0938337801608579,3.6561005115509033,3.2500000000000004e-05,0.3157,700,0.89375,0.3350887894630432,7.0726,90.49,1.414
0.8857142857142857,0.10723860589812333,2.6358110904693604,3e-05,0.3405,800,0.896875,0.31884559988975525,7.0685,90.543,1.415
0.8959821428571428,0.12064343163538874,6.631446838378906,2.7500000000000004e-05,0.3108,900,0.9015625,0.3167707324028015,7.0555,90.709,1.417
0.9026785714285714,0.13404825737265416,5.747993469238281,2.5e-05,0.3018,1000,0.9015625,0.31555992364883423,7.0811,90.382,1.412
0.8933035714285714,0.14745308310991956,6.778491973876953,2.25e-05,0.3099,1100,0.9015625,0.3119831085205078,7.0968,90.182,1.409
0.903125,0.16085790884718498,3.9480273723602295,2e-05,0.3082,1200,0.90625,0.313028484582901,7.0559,90.704,1.417
0.8955357142857143,0.1742627345844504,5.025346755981445,1.75e-05,0.3366,1300,0.903125,0.3167504370212555,7.0529,90.743,1.418
0.9,0.1876675603217158,7.524290084838867,1.5e-05,0.2957,1400,0.903125,0.3115966320037842,7.051,90.767,1.418
0.8991071428571429,0.20107238605898123,10.156461715698242,1.25e-05,0.3028,1500,0.903125,0.31438007950782776,7.0855,90.325,1.411
0.8982142857142857,0.21447721179624665,3.814429759979248,1e-05,0.3336,1600,0.9046875,0.3111504912376404,7.0694,90.531,1.415
0.9111607142857143,0.22788203753351208,1.01494562625885,7.5e-06,0.2799,1700,0.903125,0.31780949234962463,7.0908,90.258,1.41
0.903125,0.24128686327077747,8.301155090332031,5e-06,0.2963,1800,0.9046875,0.3148418664932251,7.0714,90.506,1.414
0.9026785714285714,0.2546916890080429,4.157558917999268,2.5e-06,0.2692,1900,0.903125,0.3117466866970062,7.0754,90.455,1.413
0.89375,0.2680965147453083,0.5282289385795593,0.0,0.344,2000,0.9015625,0.3115895688533783,7.077,90.434,1.413
0.89,0.28150134048257375,4.701498508453369,1.5e-05,0.3171,2100,0.9046875,0.3112413287162781,7.0396,90.914,1.421
0.8946428571428572,0.2949061662198391,5.312860488891602,1.3333333333333333e-05,0.3048,2200,0.903125,0.3095637261867523,7.1574,89.418,1.397
0.9026785714285714,0.30831099195710454,6.419334888458252,1.1666666666666668e-05,0.2855,2300,0.9,0.3100452423095703,7.0986,90.158,1.409
0.8950892857142857,0.32171581769436997,3.162379264831543,1e-05,0.3127,2400,0.9046875,0.3110794126987457,7.059,90.664,1.417
0.9008928571428572,0.3351206434316354,11.172857284545898,8.333333333333334e-06,0.2862,2500,0.9078125,0.3083789348602295,7.0805,90.389,1.412
0.9102678571428572,0.3485254691689008,4.686306476593018,6.666666666666667e-06,0.2711,2600,0.9078125,0.3080543875694275,7.0953,90.201,1.409
0.9084821428571429,0.36193029490616624,7.580756187438965,5e-06,0.2645,2700,0.9078125,0.31122341752052307,7.0835,90.351,1.412
0.9071428571428571,0.3753351206434316,10.453444480895996,3.3333333333333333e-06,0.2783,2800,0.9046875,0.30716800689697266,7.0937,90.22,1.41
0.9066964285714286,0.38873994638069703,4.110198497772217,1.6666666666666667e-06,0.2807,2900,0.90625,0.30860862135887146,7.0958,90.194,1.409
0.9004464285714285,0.40214477211796246,3.2719948291778564,0.0,0.2903,3000,0.90625,0.30827245116233826,7.0676,90.554,1.415
