loss,grad_norm,learning_rate,accuracy,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.3652,1.4088051319122314,4.8333333333333334e-05,0.37125,0.013404825737265416,100,1.3299602270126343,0.6890625,7.092,90.243,1.41
1.1798,3.2568891048431396,4.666666666666667e-05,0.6924107142857143,0.02680965147453083,200,0.7264602780342102,0.884375,7.0395,90.915,1.421
0.457,3.5941030979156494,4.5e-05,0.8745535714285714,0.040214477211796246,300,0.3530453145503998,0.88125,7.116,89.938,1.405
0.3052,3.9912238121032715,4.3333333333333334e-05,0.8977678571428571,0.05361930294906166,400,0.34177833795547485,0.8890625,7.1197,89.892,1.405
0.3284,5.1647772789001465,4.166666666666667e-05,0.8897321428571429,0.06702412868632708,500,0.33207184076309204,0.89375,7.1647,89.327,1.396
0.3123,3.7122013568878174,4e-05,0.89375,0.08042895442359249,600,0.3235013484954834,0.896875,7.1771,89.173,1.393
0.311,3.249692678451538,3.8333333333333334e-05,0.8986607142857143,0.0938337801608579,700,0.32595595717430115,0.896875,7.1366,89.679,1.401
0.3368,2.515437364578247,3.6666666666666666e-05,0.8888392857142857,0.10723860589812333,800,0.3116176426410675,0.9,7.1755,89.192,1.394
0.309,6.18527889251709,3.5e-05,0.8955357142857143,0.12064343163538874,900,0.30950093269348145,0.8984375,7.1275,89.793,1.403
0.2962,4.433884620666504,3.3333333333333335e-05,0.8977678571428571,0.13404825737265416,1000,0.3063267171382904,0.9046875,7.1341,89.71,1.402
0.3033,6.408597469329834,3.1666666666666666e-05,0.8986607142857143,0.14745308310991956,1100,0.3056883215904236,0.9046875,7.1371,89.673,1.401
0.3029,5.186741352081299,3e-05,0.9022321428571428,0.16085790884718498,1200,0.30757489800453186,0.90625,7.1598,89.388,1.397
0.3367,4.382392406463623,2.8333333333333335e-05,0.8941964285714286,0.1742627345844504,1300,0.3080902695655823,0.9015625,7.2183,88.664,1.385
0.2918,5.14796257019043,2.6666666666666667e-05,0.8986607142857143,0.1876675603217158,1400,0.30410152673721313,0.9046875,7.1531,89.472,1.398
0.303,9.246210098266602,2.5e-05,0.9008928571428572,0.20107238605898123,1500,0.3083624243736267,0.9046875,7.1428,89.601,1.4
0.3272,3.2730093002319336,2.3333333333333336e-05,0.8964285714285715,0.21447721179624665,1600,0.3053218722343445,0.9015625,7.1608,89.375,1.396
0.277,1.06374192237854,2.1666666666666667e-05,0.9058035714285714,0.22788203753351208,1700,0.30610623955726624,0.90625,7.1353,89.695,1.401
0.2904,6.044207572937012,2e-05,0.9066964285714286,0.24128686327077747,1800,0.3028227984905243,0.9109375,7.1861,89.06,1.392
0.269,4.147019386291504,1.8333333333333333e-05,0.9058035714285714,0.2546916890080429,1900,0.2994125783443451,0.90625,7.1549,89.45,1.398
0.3353,0.48527249693870544,1.6666666666666667e-05,0.8973214285714286,0.2680965147453083,2000,0.300894558429718,0.9046875,7.1433,89.594,1.4
0.304,3.682633399963379,1.5e-05,0.8995535714285714,0.28150134048257375,2100,0.29820680618286133,0.909375,7.1379,89.663,1.401
0.3003,3.961970567703247,1.3333333333333333e-05,0.9008928571428572,0.2949061662198391,2200,0.2989029884338379,0.9078125,7.1522,89.483,1.398
0.2712,5.709873676300049,1.1666666666666668e-05,0.9066964285714286,0.30831099195710454,2300,0.2966150641441345,0.9015625,7.1433,89.594,1.4
0.2999,3.0623087882995605,1e-05,0.8973214285714286,0.32171581769436997,2400,0.29816901683807373,0.9015625,7.1545,89.454,1.398
0.2712,8.432416915893555,8.333333333333334e-06,0.9053571428571429,0.3351206434316354,2500,0.29624319076538086,0.9078125,7.1447,89.577,1.4
0.2659,4.290691375732422,6.666666666666667e-06,0.9084821428571429,0.3485254691689008,2600,0.29587000608444214,0.909375,7.1478,89.538,1.399
0.2577,8.358570098876953,5e-06,0.9089285714285714,0.36193029490616624,2700,0.2986336648464203,0.909375,7.1415,89.617,1.4
0.2667,8.446389198303223,3.3333333333333333e-06,0.909375,0.3753351206434316,2800,0.29576799273490906,0.90625,7.1549,89.449,1.398
0.2727,3.7342705726623535,1.6666666666666667e-06,0.9066964285714286,0.38873994638069703,2900,0.29695525765419006,0.90625,7.1396,89.641,1.401
0.2797,3.217219114303589,0.0,0.9035714285714286,0.40214477211796246,3000,0.2966603636741638,0.9078125,7.1863,89.058,1.392
