loss,grad_norm,learning_rate,accuracy,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.347,1.8420987129211426,4.75e-05,0.430625,0.013404825737265416,100,1.1874535083770752,0.878125,7.1296,89.767,1.403
0.5695,7.347461223602295,4.5e-05,0.8678571428571429,0.02680965147453083,200,0.34881359338760376,0.884375,7.2006,88.881,1.389
0.3556,3.6754074096679688,4.25e-05,0.8857142857142857,0.040214477211796246,300,0.34543576836586,0.8953125,7.2438,88.352,1.38
0.2861,5.103160381317139,4e-05,0.90625,0.05361930294906166,400,0.3440205156803131,0.8984375,7.2824,87.883,1.373
0.3092,3.8776321411132812,3.7500000000000003e-05,0.8973214285714286,0.06702412868632708,500,0.3268088400363922,0.9046875,7.2263,88.566,1.384
0.2903,3.9101836681365967,3.5e-05,0.9044642857142857,0.08042895442359249,600,0.31860220432281494,0.9,7.2417,88.378,1.381
0.2968,2.8293962478637695,3.2500000000000004e-05,0.9,0.0938337801608579,700,0.319221556186676,0.90625,7.2378,88.425,1.382
0.3128,3.1041698455810547,3e-05,0.8995535714285714,0.10723860589812333,800,0.30845746397972107,0.903125,7.2352,88.457,1.382
0.2944,6.692433834075928,2.7500000000000004e-05,0.9017857142857143,0.12064343163538874,900,0.3070252537727356,0.90625,7.3047,87.615,1.369
0.2805,4.152513027191162,2.5e-05,0.9044642857142857,0.13404825737265416,1000,0.30267518758773804,0.90625,7.2729,87.998,1.375
0.2912,7.02694845199585,2.25e-05,0.9071428571428571,0.14745308310991956,1100,0.29897400736808777,0.9078125,7.2251,88.581,1.384
0.2907,7.993799209594727,2e-05,0.9075892857142858,0.16085790884718498,1200,0.29796990752220154,0.909375,7.2185,88.661,1.385
0.312,4.564493656158447,1.75e-05,0.9040178571428571,0.1742627345844504,1300,0.29866281151771545,0.909375,7.2261,88.567,1.384
0.2769,4.909749507904053,1.5e-05,0.9102678571428572,0.1876675603217158,1400,0.298284649848938,0.9078125,7.2404,88.393,1.381
0.2914,7.596415042877197,1.25e-05,0.9013392857142857,0.20107238605898123,1500,0.3019488751888275,0.909375,7.2352,88.456,1.382
0.3163,3.222487211227417,1e-05,0.9026785714285714,0.21447721179624665,1600,0.2973632216453552,0.90625,7.2502,88.273,1.379
0.2593,1.031709909439087,7.5e-06,0.9102678571428572,0.22788203753351208,1700,0.30160924792289734,0.90625,7.2287,88.535,1.383
0.2779,6.717342853546143,5e-06,0.9044642857142857,0.24128686327077747,1800,0.29645469784736633,0.903125,7.2358,88.449,1.382
0.2573,4.097912788391113,2.5e-06,0.909375,0.2546916890080429,1900,0.2953379154205322,0.9046875,7.2242,88.591,1.384
0.3285,0.426958829164505,0.0,0.8995535714285714,0.2680965147453083,2000,0.2949802279472351,0.90625,7.2309,88.509,1.383
