loss,grad_norm,learning_rate,accuracy,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.3695,1.4676239490509033,4.75e-05,0.350625,0.013404825737265416,100,1.3251219987869263,0.7765625,6.9275,92.385,1.444
0.9839,5.2528462409973145,4.5e-05,0.7660714285714286,0.02680965147453083,200,0.4096902012825012,0.871875,6.972,91.795,1.434
0.3845,3.2900545597076416,4.25e-05,0.8736607142857142,0.040214477211796246,300,0.34147804975509644,0.88125,7.0227,91.133,1.424
0.3053,3.5294485092163086,4e-05,0.8964285714285715,0.05361930294906166,400,0.32362890243530273,0.89375,7.0193,91.178,1.425
0.3152,7.9490647315979,3.7500000000000003e-05,0.8901785714285714,0.06702412868632708,500,0.3182935118675232,0.9,7.0032,91.387,1.428
0.3044,5.171341896057129,3.5e-05,0.8977678571428571,0.08042895442359249,600,0.32280001044273376,0.9,7.0091,91.309,1.427
0.3188,3.2267556190490723,3.2500000000000004e-05,0.896875,0.0938337801608579,700,0.30736467242240906,0.903125,7.0175,91.201,1.425
0.317,3.1522316932678223,3e-05,0.8919642857142858,0.10723860589812333,800,0.30068472027778625,0.90625,7.0083,91.321,1.427
0.3038,7.222406387329102,2.7500000000000004e-05,0.8995535714285714,0.12064343163538874,900,0.30471810698509216,0.9109375,7.0171,91.205,1.425
0.2855,4.663973331451416,2.5e-05,0.9066964285714286,0.13404825737265416,1000,0.30255791544914246,0.90625,6.9723,91.792,1.434
0.2999,5.386683940887451,2.25e-05,0.9026785714285714,0.14745308310991956,1100,0.30010324716567993,0.9046875,6.999,91.442,1.429
0.3183,4.36386775970459,2e-05,0.9004464285714285,0.16085790884718498,1200,0.30498987436294556,0.9046875,7.016,91.221,1.425
0.3313,3.67588210105896,1.75e-05,0.8955357142857143,0.1742627345844504,1300,0.30063822865486145,0.9078125,7.0132,91.256,1.426
0.2898,5.746308326721191,1.5e-05,0.9044642857142857,0.1876675603217158,1400,0.2974715828895569,0.909375,7.0248,91.106,1.424
0.3015,11.608033180236816,1.25e-05,0.9022321428571428,0.20107238605898123,1500,0.2985509932041168,0.9109375,7.0782,90.418,1.413
0.3143,3.4518954753875732,1e-05,0.8986607142857143,0.21447721179624665,1600,0.2954871654510498,0.909375,6.9836,91.643,1.432
0.273,1.1907066106796265,7.5e-06,0.9066964285714286,0.22788203753351208,1700,0.30174389481544495,0.9109375,6.9843,91.635,1.432
0.2909,6.272366046905518,5e-06,0.9084821428571429,0.24128686327077747,1800,0.2996358275413513,0.909375,7.0003,91.424,1.429
0.2735,5.262760162353516,2.5e-06,0.9071428571428571,0.2546916890080429,1900,0.2980074882507324,0.9046875,7.0474,90.814,1.419
0.3274,0.5382431149482727,0.0,0.8964285714285715,0.2680965147453083,2000,0.29782113432884216,0.9046875,7.005,91.363,1.428
