Step,Train Loss,Test Loss,Train Acc,Test Acc,Learning Rate,Epochs,loss spread,loss ratio,Acc spread,Acc ratio
100,1.3611,1.261204957962036,0.379375,0.746875,4.75e-05,0.0134048257372654,0.09989504203796407,1.0792060334106068,0.36749999999999994,1.9686985172981877
200,0.6305,0.3523570895195007,0.8107142857142857,0.88125,4.5e-05,0.0268096514745308,0.2781429104804993,1.7893779315176965,0.07053571428571426,1.0870044052863437
300,0.3557,0.3335170745849609,0.878125,0.8921875,4.25e-05,0.0402144772117962,0.022182925415039134,1.0665121131883406,0.014062499999999978,1.0160142348754448
400,0.3007,0.3217921555042267,0.8973214285714286,0.896875,4e-05,0.0536193029490616,-0.021092155504226662,0.9344541029249869,-0.00044642857142862535,0.999502487562189
500,0.3155,0.3090384006500244,0.8941964285714286,0.9078125,3.75e-05,0.067024128686327,0.006461599349975589,1.0209087263472254,0.013616071428571463,1.0152271592611084
600,0.2959,0.3202894926071167,0.9013392857142856,0.9,3.5e-05,0.0804289544235924,-0.024389492607116703,0.9238517242367545,-0.001339285714285543,0.9985141158989601
700,0.2986,0.3026313185691833,0.9026785714285714,0.9078125,3.2500000000000004e-05,0.0938337801608579,-0.0040313185691833175,0.9866791097886264,0.005133928571428581,1.0056874381800198
800,0.312,0.2948982715606689,0.8964285714285715,0.9046875,3e-05,0.1072386058981233,0.01710172843933111,1.0579919588840752,0.008258928571428514,1.0092131474103585
900,0.2908,0.3012062907218933,0.8986607142857143,0.90625,2.7500000000000004e-05,0.1206434316353887,-0.010406290721893308,0.9654512835805892,0.007589285714285743,1.0084451068057625
1000,0.2887,0.2960608899593353,0.9017857142857144,0.903125,2.5e-05,0.1340482573726541,-0.007360889959335315,0.9751372430166432,0.001339285714285543,1.0014851485148513
1100,0.3052,0.2870817184448242,0.9008928571428572,0.9109375,2.25e-05,0.1474530831099195,0.018118281555175808,1.063111930823481,0.010044642857142794,1.0111496531219029
1200,0.2961,0.2886154651641845,0.903125,0.9125,2e-05,0.1608579088471849,0.0074845348358154595,1.0259325494964648,0.009375000000000022,1.0103806228373702
1300,0.3214,0.2916077375411987,0.8995535714285714,0.90625,1.75e-05,0.1742627345844504,0.029792262458801344,1.1021655416622553,0.006696428571428603,1.0074441687344913
1400,0.2854,0.2864211201667785,0.9049107142857142,0.903125,1.5e-05,0.1876675603217158,-0.001021120166778522,0.9964348991925458,-0.0017857142857142794,0.9980266403552047
1500,0.2937,0.291630357503891,0.9004464285714285,0.9046875,1.25e-05,0.2010723860589812,0.0020696424961090254,1.0070968005999903,0.004241071428571441,1.0047099652949927
1600,0.314,0.2874932587146759,0.9008928571428572,0.903125,1e-05,0.2144772117962466,0.026506741285324098,1.0921995228821377,0.0022321428571427937,1.0024777006937562
1700,0.2624,0.295415312051773,0.9075892857142858,0.9140625,7.5e-06,0.227882037533512,-0.033015312051772994,0.888241026429981,0.006473214285714235,1.0071323167732416
1800,0.281,0.2912380397319793,0.9098214285714286,0.9109375,5e-06,0.2412868632707774,-0.010238039731979287,0.9648464886612986,0.0011160714285713969,1.0012266928361138
1900,0.2648,0.2890774309635162,0.909375,0.9109375,2.5e-06,0.2546916890080429,-0.0242774309635162,0.9160175497526813,0.0015624999999999112,1.0017182130584192
2000,0.3262,0.2880142331123352,0.909375,0.90625,0.0,0.2680965147453083,0.038185766887664785,1.1325829160421077,-0.0031250000000000444,0.9965635738831614
