Step,Train Loss,Test Loss,Train Acc,Test Acc,Learning Rate,Epochs,loss spread,loss ratio,Acc spread,Acc ratio
100,1.3693,1.3375697135925293,0.3525,0.60625,4.5e-05,0.0134048257372654,0.031730286407470665,1.0237223421590844,0.25375,1.7198581560283688
200,1.2307,0.9530223608016968,0.6379464285714286,0.8890625,4e-05,0.0268096514745308,0.27767763919830313,1.291365292798289,0.2511160714285714,1.393631910426872
300,0.5478,0.3540566563606262,0.8727678571428571,0.8859375,3.5e-05,0.0402144772117962,0.19374334363937373,1.5472100020117556,0.01316964285714295,1.0150895140664962
400,0.3298,0.343243807554245,0.8866071428571428,0.8875,3e-05,0.0536193029490616,-0.013443807554245013,0.960833066006237,0.0008928571428571397,1.001007049345418
500,0.3258,0.3303498327732086,0.8946428571428572,0.896875,2.5e-05,0.067024128686327,-0.00454983277320864,0.9862272284656122,0.0022321428571427937,1.0024950099800398
600,0.3199,0.3433511257171631,0.8982142857142857,0.884375,2e-05,0.0804289544235924,-0.023451125717163068,0.9316992898503527,-0.01383928571428572,0.9845924453280318
700,0.3145,0.3350985050201416,0.8941964285714286,0.8921875,1.5e-05,0.0938337801608579,-0.0205985050201416,0.9385300002490208,-0.0020089285714285365,0.9977533699450825
800,0.3396,0.3201401233673095,0.8830357142857143,0.896875,1e-05,0.1072386058981233,0.019459876632690498,1.060785497387853,0.01383928571428572,1.0156723963599597
900,0.2993,0.3258978724479675,0.8946428571428572,0.9,5e-06,0.1206434316353887,-0.026597872447967463,0.9183858665655632,0.005357142857142838,1.0059880239520957
1000,0.3095,0.3232930600643158,0.8946428571428572,0.9046875,0.0,0.1340482573726541,-0.013793060064315799,0.9573357372361417,0.010044642857142794,1.0112275449101795
1100,0.3287,0.3143146634101867,0.891875,0.903125,2.25e-05,0.1474530831099195,0.01438533658981328,1.045767309847203,0.011249999999999982,1.0126138752627891
1200,0.3222,0.3198547959327698,0.8959821428571428,0.903125,2e-05,0.1608579088471849,0.002345204067230211,1.007332089739005,0.0071428571428571175,1.0079720976581963
1300,0.3512,0.3199556469917297,0.8875,0.903125,1.75e-05,0.1742627345844504,0.03124435300827033,1.0976521380448645,0.015625,1.017605633802817
1400,0.3112,0.3144189715385437,0.8977678571428571,0.909375,1.5e-05,0.1876675603217158,-0.0032189715385437245,0.9897621586802082,0.011607142857142927,1.0129288910989558
1500,0.3185,0.3144984245300293,0.9040178571428572,0.9046875,1.25e-05,0.2010723860589812,0.0040015754699707085,1.0127236741358894,0.0006696428571427715,1.0007407407407407
1600,0.3351,0.3123774230480194,0.8924107142857143,0.903125,1e-05,0.2144772117962466,0.0227225769519806,1.0727407785436773,0.010714285714285676,1.0120060030015008
1700,0.2778,0.3200128078460693,0.903125,0.9078125,7.5e-06,0.227882037533512,-0.04221280784606929,0.8680902551051198,0.004687500000000067,1.005190311418685
1800,0.3034,0.3179014325141907,0.9066964285714286,0.9078125,5e-06,0.2412868632707774,-0.01450143251419067,0.9543838717570317,0.0011160714285713969,1.0012309207287051
1900,0.2787,0.3158867061138153,0.9071428571428573,0.909375,2.5e-06,0.2546916890080429,-0.037186706113815304,0.8822783441212092,0.0022321428571427937,1.0024606299212597
2000,0.3472,0.3153203129768371,0.9,0.9078125,0.0,0.2680965147453083,0.031879687023162906,1.101102547825724,0.0078125,1.0086805555555556
2100,0.3087,0.3131623864173889,0.893125,0.90625,1.5e-05,0.2815013404825737,-0.004462386417388942,0.9857505670829785,0.013125000000000053,1.0146955913226032
2200,0.312,0.3103381395339966,0.8991071428571429,0.90625,1.3333333333333332e-05,0.2949061662198391,0.0016618604660034175,1.0053549991261108,0.0071428571428571175,1.0079443892750743
2300,0.2931,0.3102040886878967,0.903125,0.9,1.1666666666666668e-05,0.3083109919571045,-0.017104088687896646,0.9448618206154418,-0.0031249999999999334,0.9965397923875433
2400,0.317,0.3110934495925903,0.8941964285714286,0.9046875,1e-05,0.3217158176943699,0.0059065504074097275,1.0189864184383983,0.010491071428571419,1.0117324013979032
2500,0.2929,0.3097428679466247,0.8955357142857143,0.9046875,8.333333333333334e-06,0.3351206434316354,-0.016842867946624707,0.9456230645170913,0.009151785714285654,1.0102193419740777
2600,0.2787,0.3094616830348968,0.903125,0.9015625,6.666666666666667e-06,0.3485254691689008,-0.030761683034896792,0.9005961489861479,-0.0015624999999999112,0.9982698961937717
2700,0.2746,0.3117004036903381,0.9053571428571427,0.90625,5e-06,0.3619302949061662,-0.03710040369033807,0.880974155788403,0.0008928571428572507,1.0009861932938857
2800,0.2764,0.3090325891971588,0.9066964285714286,0.9015625,3.3333333333333333e-06,0.3753351206434316,-0.032632589197158834,0.8944040520712213,-0.005133928571428581,0.9943377646479566
2900,0.2931,0.3105109632015228,0.9017857142857144,0.90625,1.6666666666666669e-06,0.388739946380697,-0.0174109632015228,0.9439280242410539,0.004464285714285587,1.0049504950495047
3000,0.2835,0.3105462193489074,0.903125,0.90625,0.0,0.4021447721179624,-0.02704621934890744,0.9129075877799683,0.0031250000000000444,1.0034602076124568
