Step,Train Loss,Test Loss,Train Acc,Test Acc,Learning Rate,Epochs,Loss Spread,Loss Ratio,Acc Spread,Acc Ratio
100,1.3524,1.27517569065094,0.42625,0.8453125,4.5e-05,0.013404825737265416,0.0772243093490601,1.060559740838252,-0.4190625,0.5042513863216266
200,0.7395,0.37176573276519775,0.8415178571428571,0.86875,4e-05,0.02680965147453083,0.3677342672348023,1.9891558979887431,-0.027232142857142927,0.9686536485097635
300,0.3709,0.3536527752876282,0.8723214285714286,0.8875,3.5e-05,0.040214477211796246,0.017247224712371834,1.0487688091754535,-0.015178571428571375,0.9828973843058351
400,0.2917,0.34639307856559753,0.8982142857142857,0.8921875,3e-05,0.05361930294906166,-0.05469307856559752,0.8421068954608453,0.006026785714285721,1.0067550662997249
500,0.3176,0.3340533673763275,0.8928571428571429,0.89375,2.5e-05,0.06702412868632708,-0.01645336737632752,0.9507462909128768,-0.0008928571428571397,0.999000999000999
600,0.2945,0.32906678318977356,0.896875,0.8953125,2e-05,0.08042895442359249,-0.034566783189773576,0.8949551125923311,0.0015625000000000222,1.0017452006980803
700,0.3088,0.33011478185653687,0.8982142857142857,0.8984375,1.5e-05,0.0938337801608579,-0.021314781856536846,0.9354322101644029,-0.00022321428571425717,0.9997515527950311
800,0.321,0.31415635347366333,0.8897321428571429,0.9046875,1e-05,0.10723860589812333,0.0068436465263366775,1.0217842053826565,-0.014955357142857117,0.9834690352825068
900,0.3031,0.3189722001552582,0.9,0.903125,5e-06,0.12064343163538874,-0.015872200155258198,0.9502395501942411,-0.0031249999999999334,0.9965397923875433
1000,0.2934,0.3171379566192627,0.9017857142857143,0.8984375,0.0,0.13404825737265416,-0.0237379566192627,0.9251494306379696,0.0033482142857143016,1.0037267080745342
1100,0.2992,0.31152307987213135,0.900625,0.9046875,2.25e-05,0.14745308310991956,-0.012323079872131326,0.9604424818951152,-0.004062499999999969,0.9955094991364422
1200,0.3058,0.3167857527732849,0.9026785714285714,0.9078125,2e-05,0.16085790884718498,-0.010985752773284896,0.9653211904982762,-0.005133928571428581,0.9943447258421441
1300,0.3331,0.3186454176902771,0.8950892857142857,0.9015625,1.75e-05,0.1742627345844504,0.014454582309722908,1.0453625927355175,-0.006473214285714346,0.9928200049517206
1400,0.2915,0.3145977556705475,0.9053571428571429,0.90625,1.5e-05,0.1876675603217158,-0.023097755670547504,0.926580036716041,-0.0008928571428571397,0.9990147783251232
1500,0.2981,0.3173394799232483,0.8995535714285714,0.8984375,1.25e-05,0.20107238605898123,-0.019239479923248315,0.9393725611200296,0.0011160714285713969,1.0012422360248447
1600,0.3267,0.31268951296806335,0.8964285714285715,0.9015625,1e-05,0.21447721179624665,0.014010487031936636,1.0448063860503298,-0.005133928571428581,0.994305521168606
1700,0.2753,0.31892046332359314,0.9089285714285714,0.9078125,7.5e-06,0.22788203753351208,-0.04362046332359315,0.8632246332862825,0.0011160714285713969,1.0012294074256207
1800,0.2933,0.3143070936203003,0.9058035714285714,0.9046875,5e-06,0.24128686327077747,-0.021007093620300288,0.9331637941150702,0.0011160714285713969,1.001233654083395
1900,0.2695,0.3119417726993561,0.9080357142857143,0.9046875,2.5e-06,0.2546916890080429,-0.04244177269935606,0.8639432855302112,0.0033482142857143016,1.0037009622501851
2000,0.3385,0.3110900819301605,0.8933035714285714,0.903125,0.0,0.2680965147453083,0.0274099180698395,1.0881092637212169,-0.009821428571428537,0.9891250617894217
2100,0.3035,0.31215453147888184,0.8975,0.9078125,1.5e-05,0.28150134048257375,-0.008654531478881844,0.9722748491336018,-0.010312500000000058,0.9886402753872633
2200,0.3026,0.30927330255508423,0.9004464285714285,0.90625,1.3333333333333333e-05,0.2949061662198391,-0.006673302555084248,0.9784226362251373,-0.0058035714285714635,0.9935960591133004
2300,0.2775,0.30615049600601196,0.9040178571428571,0.9015625,1.1666666666666668e-05,0.30831099195710454,-0.02865049600601194,0.9064169538191788,0.002455357142857051,1.0027234463976231
2400,0.3067,0.3062085807323456,0.896875,0.9046875,1e-05,0.32171581769436997,0.0004914192676543916,1.001604851394037,-0.0078125,0.9913644214162349
2500,0.2778,0.30411815643310547,0.9053571428571429,0.9078125,8.333333333333334e-06,0.3351206434316354,-0.026318156433105477,0.9134607524201059,-0.002455357142857162,0.9972953036636341
2600,0.2719,0.30565911531448364,0.909375,0.9078125,6.666666666666667e-06,0.3485254691689008,-0.03375911531448367,0.8895530556000272,0.0015625000000000222,1.0017211703958693
2700,0.26,0.30976811051368713,0.909375,0.909375,5e-06,0.36193029490616624,-0.049768110513687125,0.839337527574556,0.0,1.0
2800,0.2719,0.3034895658493042,0.9098214285714286,0.9109375,3.3333333333333333e-06,0.3753351206434316,-0.031589565849304224,0.8959121847866433,-0.0011160714285713969,0.9987748100955649
2900,0.2751,0.30629605054855347,0.9075892857142858,0.90625,1.6666666666666667e-06,0.38873994638069703,-0.031196050548553456,0.8981506601450341,0.001339285714285765,1.0014778325123153
3000,0.2795,0.30559179186820984,0.9035714285714286,0.90625,0.0,0.40214477211796246,-0.026091791868209813,0.914618806648242,-0.002678571428571419,0.9970443349753695
