Step,Train Loss,Test Loss,Train Acc,Test Acc,Learning Rate,Epochs,loss spread,loss ratio,Acc spread,Acc ratio
100,1.3363,1.1438251733779907,0.450625,0.8453125,4.969220851487845e-05,0.0134048257372654,0.19247482662200932,1.1682729416188533,0.3946875,1.875866851595007
200,0.5307,0.3412501513957977,0.859375,0.884375,4.877641290737884e-05,0.0268096514745308,0.18944984860420228,1.5551641452151903,0.025000000000000022,1.029090909090909
300,0.3433,0.3358246684074402,0.8785714285714286,0.8859375,4.72751631047092e-05,0.0402144772117962,0.0074753315925598085,1.022259626215101,0.007366071428571486,1.0083841463414636
400,0.3003,0.3226542472839355,0.8964285714285715,0.9,4.522542485937369e-05,0.0536193029490616,-0.02235424728393548,0.930717641338644,0.0035714285714285587,1.00398406374502
500,0.311,0.3181986212730407,0.8959821428571428,0.8984375,4.267766952966369e-05,0.067024128686327,-0.007198621273040717,0.9773769564297901,0.002455357142857162,1.002740408570005
600,0.2912,0.3200261294841766,0.9040178571428572,0.9,3.969463130731183e-05,0.0804289544235924,-0.028826129484176566,0.9099257003462842,-0.004017857142857184,0.9955555555555555
700,0.299,0.3042786717414856,0.903125,0.90625,3.634976249348867e-05,0.0938337801608579,-0.005278671741485608,0.9826518509783349,0.0031250000000000444,1.0034602076124568
800,0.3025,0.3015208840370178,0.9,0.90625,3.272542485937369e-05,0.1072386058981233,0.0009791159629821689,1.0032472575361047,0.006249999999999978,1.0069444444444444
900,0.2855,0.3069209158420563,0.9008928571428572,0.903125,2.8910861626005776e-05,0.1206434316353887,-0.0214209158420563,0.9302070509489824,0.0022321428571427937,1.0024777006937562
1000,0.2835,0.3009944558143616,0.9026785714285714,0.9046875,2.5e-05,0.1340482573726541,-0.017494455814361598,0.9418778137722533,0.0020089285714285365,1.0022255192878338
1100,0.3022,0.2962524890899658,0.9022321428571428,0.9078125,2.1089138373994223e-05,0.1474530831099195,0.005947510910034204,1.0200758175173612,0.005580357142857206,1.0061850569025235
1200,0.2911,0.2983228266239166,0.9026785714285714,0.909375,1.7274575140626318e-05,0.1608579088471849,-0.007222826623916601,0.9757885552853717,0.006696428571428603,1.0074183976261128
1300,0.3133,0.2999481558799743,0.9022321428571428,0.90625,1.3650237506511331e-05,0.1742627345844504,0.013351844120025713,1.0445138396695746,0.004017857142857184,1.004453240969817
1400,0.2827,0.2961431741714477,0.9071428571428573,0.90625,1.0305368692688174e-05,0.1876675603217158,-0.013443174171447692,0.9546058280456433,-0.0008928571428572507,0.999015748031496
1500,0.2914,0.294893205165863,0.9026785714285714,0.909375,7.3223304703363135e-06,0.2010723860589812,-0.0034932051658629892,0.9881543382327231,0.006696428571428603,1.0074183976261128
1600,0.3138,0.2932706475257873,0.9040178571428572,0.9140625,4.7745751406263165e-06,0.2144772117962466,0.020529352474212725,1.0700013882992077,0.010044642857142794,1.011111111111111
1700,0.2589,0.2976534962654114,0.9147321428571428,0.909375,2.7248368952908053e-06,0.227882037533512,-0.03875349626541136,0.8698033224818711,-0.005357142857142727,0.9941434846266473
1800,0.2757,0.2973232567310333,0.9084821428571428,0.909375,1.223587092621162e-06,0.2412868632707774,-0.021623256731033325,0.927273577691925,0.0008928571428572507,1.000982800982801
1900,0.2609,0.2972260117530823,0.9107142857142856,0.909375,3.077914851215585e-07,0.2546916890080429,-0.036326011753082255,0.8777832009425213,-0.001339285714285543,0.9985294117647061
2000,0.3179,0.2970918416976928,0.9053571428571427,0.909375,0.0,0.2680965147453083,0.0208081583023072,1.0700394806649745,0.004017857142857295,1.0044378698224854
