loss,grad_norm,learning_rate,accuracy,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.3737,1.5373826026916504,4.75e-05,0.35375,0.013404825737265416,100,1.3449867963790894,0.715625,6.7749,94.466,1.476
1.3225,2.1559033393859863,4.5e-05,0.5660714285714286,0.02680965147453083,200,1.2897602319717407,0.8078125,6.8737,93.109,1.455
1.2459,2.5135395526885986,4.25e-05,0.7450892857142857,0.040214477211796246,300,1.1907987594604492,0.8375,6.8315,93.684,1.464
1.0976,1.7463270425796509,4e-05,0.8424107142857142,0.05361930294906166,400,0.9899881482124329,0.8546875,6.8941,92.833,1.451
0.8582,1.812716007232666,3.7500000000000003e-05,0.8709821428571428,0.06702412868632708,500,0.6926618814468384,0.88125,6.9079,92.648,1.448
0.6085,2.6536879539489746,3.5e-05,0.88125,0.08042895442359249,600,0.47905462980270386,0.88125,6.9466,92.131,1.44
0.4717,1.3358814716339111,3.2500000000000004e-05,0.8808035714285715,0.0938337801608579,700,0.3795289993286133,0.8796875,6.8922,92.859,1.451
0.4357,1.094763994216919,3e-05,0.8727678571428571,0.10723860589812333,800,0.34786659479141235,0.8859375,6.885,92.955,1.452
0.3815,2.962584972381592,2.7500000000000004e-05,0.8888392857142857,0.12064343163538874,900,0.3325375020503998,0.8890625,6.9187,92.503,1.445
0.3816,1.345391035079956,2.5e-05,0.8834821428571429,0.13404825737265416,1000,0.32456332445144653,0.890625,6.9167,92.53,1.446
0.3759,2.3687446117401123,2.25e-05,0.8852678571428572,0.14745308310991956,1100,0.32163137197494507,0.890625,6.8964,92.803,1.45
0.368,1.6524004936218262,2e-05,0.8901785714285714,0.16085790884718498,1200,0.32108789682388306,0.8921875,6.8875,92.922,1.452
0.3875,1.767429232597351,1.75e-05,0.8816964285714286,0.1742627345844504,1300,0.31943804025650024,0.8921875,6.8872,92.927,1.452
0.3449,2.139315605163574,1.5e-05,0.8910714285714286,0.1876675603217158,1400,0.3198043704032898,0.890625,6.9258,92.408,1.444
0.345,3.323481559753418,1.25e-05,0.8879464285714286,0.20107238605898123,1500,0.31810733675956726,0.8921875,6.88,93.023,1.453
0.3851,2.4789485931396484,1e-05,0.8852678571428572,0.21447721179624665,1600,0.3158172070980072,0.89375,6.88,93.024,1.453
0.3343,1.0576773881912231,7.5e-06,0.8959821428571428,0.22788203753351208,1700,0.31664812564849854,0.89375,6.8946,92.827,1.45
0.3439,1.9777038097381592,5e-06,0.8933035714285714,0.24128686327077747,1800,0.31728073954582214,0.89375,6.9174,92.52,1.446
0.3367,1.5619151592254639,2.5e-06,0.8977678571428571,0.2546916890080429,1900,0.3169696629047394,0.89375,6.9171,92.524,1.446
0.3891,0.433141827583313,0.0,0.8839285714285714,0.2680965147453083,2000,0.31686028838157654,0.89375,6.8946,92.826,1.45
