accuracy,epoch,grad_norm,learning_rate,loss,step,eval_accuracy,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second
0.36125,0.013404825737265416,1.367721438407898,4.75e-05,1.3661,100,0.68125,1.3160617351531982,6.9411,92.205,1.441
0.7535714285714286,0.02680965147453083,6.264770030975342,4.5e-05,0.8738,200,0.865625,0.3863977789878845,6.9793,91.7,1.433
0.871875,0.040214477211796246,2.7246756553649902,4.25e-05,0.371,300,0.8875,0.34097209572792053,6.9839,91.64,1.432
0.8946428571428572,0.05361930294906166,3.8100337982177734,4e-05,0.3084,400,0.896875,0.3326980471611023,6.9684,91.843,1.435
0.8915178571428571,0.06702412868632708,6.216891288757324,3.7500000000000003e-05,0.3186,500,0.9015625,0.3237568438053131,6.9666,91.867,1.435
0.8995535714285714,0.08042895442359249,7.060070037841797,3.5e-05,0.2995,600,0.8921875,0.3383703827857971,6.9481,92.112,1.439
0.8977678571428571,0.0938337801608579,3.326383352279663,3.2500000000000004e-05,0.3087,700,0.9046875,0.3202989995479584,6.9962,91.478,1.429
0.8941964285714286,0.10723860589812333,3.153093099594116,3e-05,0.3181,800,0.90625,0.3100103735923767,6.9929,91.521,1.43
0.9044642857142857,0.12064343163538874,8.653142929077148,2.7500000000000004e-05,0.2905,900,0.9046875,0.3136325776576996,6.9903,91.555,1.431
0.9017857142857143,0.13404825737265416,3.610607862472534,2.5e-05,0.2904,1000,0.9046875,0.30826789140701294,6.9894,91.567,1.431
0.9017857142857143,0.14745308310991956,5.925858974456787,2.25e-05,0.3099,1100,0.9078125,0.3055441081523895,6.9628,91.917,1.436
0.9022321428571428,0.16085790884718498,4.335244178771973,2e-05,0.3032,1200,0.90625,0.3071112036705017,6.9662,91.872,1.436
0.8973214285714286,0.1742627345844504,4.940744876861572,1.75e-05,0.3332,1300,0.9046875,0.3081328272819519,6.9698,91.825,1.435
0.9013392857142857,0.1876675603217158,4.582363605499268,1.5e-05,0.2971,1400,0.9046875,0.30403071641921997,6.9856,91.618,1.432
0.9008928571428572,0.20107238605898123,7.901836395263672,1.25e-05,0.3006,1500,0.9046875,0.30273109674453735,6.9968,91.471,1.429
0.8955357142857143,0.21447721179624665,3.026562452316284,1e-05,0.3245,1600,0.9015625,0.3007049858570099,6.972,91.796,1.434
0.9089285714285714,0.22788203753351208,3.326005220413208,7.5e-06,0.2651,1700,0.9078125,0.30749207735061646,7.0051,91.362,1.428
0.9075892857142858,0.24128686327077747,6.0552978515625,5e-06,0.2878,1800,0.90625,0.3050992488861084,6.9974,91.463,1.429
0.9111607142857143,0.2546916890080429,4.305691242218018,2.5e-06,0.2678,1900,0.9046875,0.3037489056587219,6.9785,91.711,1.433
0.9,0.2680965147453083,0.4128616452217102,0.0,0.3269,2000,0.9046875,0.3029094338417053,6.9684,91.843,1.435
0.890625,0.28150134048257375,2.1853106021881104,1.5e-05,0.3018,2100,0.9078125,0.30121302604675293,6.956,92.007,1.438
0.9013392857142857,0.2949061662198391,4.893859386444092,1.3333333333333333e-05,0.2945,2200,0.9046875,0.2990122139453888,6.9783,91.713,1.433
0.9040178571428571,0.30831099195710454,7.276844501495361,1.1666666666666668e-05,0.2698,2300,0.9015625,0.3030942380428314,6.9893,91.569,1.431
0.8995535714285714,0.32171581769436997,3.384195327758789,1e-05,0.3011,2400,0.9046875,0.3001886308193207,6.9797,91.694,1.433
0.8991071428571429,0.3351206434316354,7.193493366241455,8.333333333333334e-06,0.2767,2500,0.909375,0.29812124371528625,7.0056,91.356,1.427
0.9102678571428572,0.3485254691689008,4.539785861968994,6.666666666666667e-06,0.2652,2600,0.909375,0.2981787621974945,7.0067,91.341,1.427
0.9084821428571429,0.36193029490616624,7.167416095733643,5e-06,0.2631,2700,0.909375,0.3002076745033264,6.9985,91.448,1.429
0.9107142857142857,0.3753351206434316,3.4195127487182617,3.3333333333333333e-06,0.2666,2800,0.9078125,0.2976713180541992,7.0129,91.26,1.426
0.9044642857142857,0.38873994638069703,3.6980865001678467,1.6666666666666667e-06,0.2775,2900,0.909375,0.29859915375709534,7.0194,91.176,1.425
0.9102678571428572,0.40214477211796246,1.1789429187774658,0.0,0.2659,3000,0.9078125,0.2985028922557831,6.9887,91.576,1.431
