accuracy,epoch,grad_norm,learning_rate,loss,step,eval_accuracy,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second
0.345,0.013404825737265416,1.3580998182296753,4.5e-05,1.3696,100,0.70625,1.3387668132781982,7.0791,90.407,1.413
0.6361607142857143,0.02680965147453083,2.2078804969787598,4e-05,1.2839,200,0.8703125,1.1592267751693726,7.0241,91.115,1.424
0.8553571428571428,0.040214477211796246,2.5223326683044434,3.5e-05,0.802,300,0.86875,0.4221745431423187,7.1114,89.997,1.406
0.8892857142857142,0.05361930294906166,2.655062198638916,3e-05,0.3512,400,0.878125,0.3590104579925537,7.0241,91.115,1.424
0.8879464285714286,0.06702412868632708,3.2473013401031494,2.5e-05,0.3426,500,0.8921875,0.3389797806739807,7.0343,90.983,1.422
0.890625,0.08042895442359249,2.7926692962646484,2e-05,0.3292,600,0.88125,0.3419853448867798,7.0459,90.834,1.419
0.8897321428571429,0.0938337801608579,4.161135673522949,1.5e-05,0.3183,700,0.8859375,0.3463960289955139,7.0271,91.076,1.423
0.8803571428571428,0.10723860589812333,3.0806686878204346,1e-05,0.3574,800,0.8953125,0.3262220025062561,7.0489,90.794,1.419
0.8910714285714286,0.12064343163538874,6.400871276855469,5e-06,0.3229,900,0.9,0.33059224486351013,7.0589,90.666,1.417
0.8946428571428572,0.13404825737265416,4.201401710510254,0.0,0.3176,1000,0.9015625,0.32827794551849365,7.0467,90.822,1.419
0.885,0.14745308310991956,4.146683216094971,2.25e-05,0.3312,1100,0.8984375,0.3202967047691345,7.0381,90.933,1.421
0.9,0.16085790884718498,4.530599594116211,2e-05,0.3209,1200,0.903125,0.32340186834335327,7.0424,90.879,1.42
0.8861607142857143,0.1742627345844504,3.118659019470215,1.75e-05,0.3622,1300,0.903125,0.32460036873817444,7.0752,90.457,1.413
0.8959821428571428,0.1876675603217158,3.861138343811035,1.5e-05,0.3105,1400,0.8984375,0.32014235854148865,7.112,89.989,1.406
0.8964285714285715,0.20107238605898123,8.6808500289917,1.25e-05,0.3202,1500,0.9,0.3220348656177521,7.0814,90.378,1.412
0.8924107142857143,0.21447721179624665,3.709523916244507,1e-05,0.3488,1600,0.9015625,0.31903260946273804,7.0438,90.859,1.42
0.9017857142857143,0.22788203753351208,1.4694266319274902,7.5e-06,0.2982,1700,0.9046875,0.32473883032798767,7.042,90.883,1.42
0.8986607142857143,0.24128686327077747,6.638535976409912,5e-06,0.3095,1800,0.903125,0.32238027453422546,7.0459,90.833,1.419
0.9026785714285714,0.2546916890080429,3.389179229736328,2.5e-06,0.2847,1900,0.9015625,0.31951385736465454,7.0409,90.897,1.42
0.890625,0.2680965147453083,0.579403817653656,0.0,0.3576,2000,0.9,0.31926122307777405,7.0435,90.864,1.42
0.88875,0.28150134048257375,3.54250168800354,1.5e-05,0.3269,2100,0.9015625,0.31869179010391235,7.0339,90.988,1.422
0.8915178571428571,0.2949061662198391,4.073977947235107,1.3333333333333333e-05,0.3138,2200,0.9,0.3170321583747864,7.1276,89.792,1.403
0.9,0.30831099195710454,4.535311222076416,1.1666666666666668e-05,0.299,2300,0.8984375,0.3165527284145355,7.0442,90.855,1.42
0.8901785714285714,0.32171581769436997,2.9900693893432617,1e-05,0.327,2400,0.9015625,0.31784549355506897,7.0456,90.837,1.419
0.8982142857142857,0.3351206434316354,7.899867534637451,8.333333333333334e-06,0.2868,2500,0.903125,0.3172542452812195,7.0931,90.228,1.41
0.9066964285714286,0.3485254691689008,3.8522000312805176,6.666666666666667e-06,0.2811,2600,0.9015625,0.3160296082496643,7.0823,90.366,1.412
0.9035714285714286,0.36193029490616624,5.823566913604736,5e-06,0.2742,2700,0.90625,0.3190458416938782,7.0773,90.431,1.413
0.9013392857142857,0.3753351206434316,7.224137783050537,3.3333333333333333e-06,0.2912,2800,0.9015625,0.31492114067077637,7.0653,90.583,1.415
0.9004464285714285,0.38873994638069703,3.2976250648498535,1.6666666666666667e-06,0.2897,2900,0.9046875,0.31655770540237427,7.0725,90.492,1.414
0.9004464285714285,0.40214477211796246,2.294790267944336,0.0,0.3033,3000,0.9046875,0.3163414001464844,7.0535,90.736,1.418
