loss,grad_norm,learning_rate,accuracy,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second
0.269,1.2220383882522583,4.9863047384206835e-05,0.9125,0.013404825737265416,100,0.3063591420650482,0.8921875,6.9949,91.496,1.43
0.2818,9.516289710998535,4.9453690018345144e-05,0.9049107142857142,0.02680965147453083,200,0.3262498080730438,0.8890625,7.0208,91.158,1.424
0.2809,4.758299827575684,4.877641290737884e-05,0.9008928571428572,0.040214477211796246,300,0.3147963583469391,0.9046875,7.0407,90.899,1.42
0.245,4.727412223815918,4.783863644106502e-05,0.9151785714285714,0.05361930294906166,400,0.3099847733974457,0.90625,7.0514,90.763,1.418
0.2574,3.248777389526367,4.665063509461097e-05,0.909375,0.06702412868632708,500,0.3178931176662445,0.903125,7.0452,90.842,1.419
0.2401,3.3944644927978516,4.522542485937369e-05,0.9169642857142857,0.08042895442359249,600,0.32110583782196045,0.9078125,7.0457,90.836,1.419
0.2606,4.11833381652832,4.357862063693486e-05,0.9133928571428571,0.0938337801608579,700,0.30018988251686096,0.9125,7.0575,90.683,1.417
0.2708,3.4381611347198486,4.172826515897146e-05,0.9058035714285714,0.10723860589812333,800,0.30250993371009827,0.9046875,7.0405,90.903,1.42
0.2537,7.585651874542236,3.969463130731183e-05,0.9098214285714286,0.12064343163538874,900,0.3009897470474243,0.903125,7.0303,91.034,1.422
0.2486,4.519023418426514,3.7500000000000003e-05,0.9107142857142857,0.13404825737265416,1000,0.30053889751434326,0.9078125,7.0311,91.025,1.422
0.2682,4.520064353942871,3.516841607689501e-05,0.9107142857142857,0.14745308310991956,1100,0.29861798882484436,0.9,7.0462,90.829,1.419
0.264,6.530109405517578,3.272542485937369e-05,0.9098214285714286,0.16085790884718498,1200,0.30058223009109497,0.9,7.0487,90.796,1.419
0.2897,5.103132247924805,3.0197792270443982e-05,0.9089285714285714,0.1742627345844504,1300,0.3029007613658905,0.896875,7.0437,90.861,1.42
0.2585,6.07488489151001,2.761321158169134e-05,0.9111607142857143,0.1876675603217158,1400,0.300631582736969,0.9015625,7.0675,90.555,1.415
0.2734,8.642609596252441,2.5e-05,0.9071428571428571,0.20107238605898123,1500,0.2978166937828064,0.9078125,7.0708,90.514,1.414
0.2921,1.70610511302948,2.238678841830867e-05,0.9071428571428571,0.21447721179624665,1600,0.2953988015651703,0.903125,7.0502,90.778,1.418
0.2336,1.4468283653259277,1.980220772955602e-05,0.9178571428571428,0.22788203753351208,1700,0.30014196038246155,0.9015625,7.055,90.715,1.417
0.2565,6.004152297973633,1.7274575140626318e-05,0.9129464285714286,0.24128686327077747,1800,0.3005913197994232,0.903125,7.0445,90.851,1.42
0.2481,4.006924152374268,1.4831583923104999e-05,0.9125,0.2546916890080429,1900,0.2994137108325958,0.90625,7.0297,91.043,1.423
0.3075,0.40998563170433044,1.2500000000000006e-05,0.909375,0.2680965147453083,2000,0.30024537444114685,0.9046875,7.0688,90.538,1.415
0.2688,1.504248857498169,1.0305368692688174e-05,0.9066964285714286,0.28150134048257375,2100,0.2958771288394928,0.90625,7.0442,90.855,1.42
0.2688,5.121532440185547,8.271734841028553e-06,0.9066964285714286,0.2949061662198391,2200,0.2962028384208679,0.9046875,7.0392,90.92,1.421
0.242,8.948997497558594,6.421379363065142e-06,0.9116071428571428,0.30831099195710454,2300,0.2948227524757385,0.9046875,7.0565,90.696,1.417
0.2699,4.093750953674316,4.7745751406263165e-06,0.9071428571428571,0.32171581769436997,2400,0.29521554708480835,0.9046875,7.0466,90.824,1.419
0.2555,7.7387871742248535,3.3493649053890326e-06,0.9089285714285714,0.3351206434316354,2500,0.295142263174057,0.90625,7.0435,90.864,1.42
0.2445,5.661774158477783,2.1613635589349756e-06,0.9142857142857143,0.3485254691689008,2600,0.29413676261901855,0.90625,7.0576,90.682,1.417
0.2427,7.634767532348633,1.2235870926211619e-06,0.9120535714285715,0.36193029490616624,2700,0.2946387231349945,0.9078125,7.0858,90.321,1.411
0.2468,4.2487897872924805,5.463099816548579e-07,0.9174107142857143,0.3753351206434316,2800,0.2941427230834961,0.9046875,7.049,90.793,1.419
0.2558,3.7632339000701904,1.3695261579316777e-07,0.9125,0.38873994638069703,2900,0.2942740321159363,0.9046875,7.0946,90.209,1.41
0.2424,1.7806487083435059,0.0,0.9142857142857143,0.40214477211796246,3000,0.2942618429660797,0.9046875,7.0375,90.941,1.421
