loss,grad_norm,learning_rate,accuracy,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.3701,1.4565974473953247,4.75e-05,0.344375,0.013404825737265416,100,1.3309080600738525,0.740625,6.8891,92.9,1.452
1.1357,3.5440547466278076,4.5e-05,0.7276785714285714,0.02680965147453083,200,0.5776478052139282,0.8765625,6.9368,92.261,1.442
0.4291,2.8856449127197266,4.25e-05,0.8700892857142857,0.040214477211796246,300,0.34286239743232727,0.8828125,6.9837,91.643,1.432
0.311,3.1236050128936768,4e-05,0.8959821428571428,0.05361930294906166,400,0.32779461145401,0.8921875,7.0331,90.999,1.422
0.3213,5.498180389404297,3.7500000000000003e-05,0.890625,0.06702412868632708,500,0.3226168155670166,0.9015625,7.0109,91.286,1.426
0.3094,4.281681537628174,3.5e-05,0.8950892857142857,0.08042895442359249,600,0.32491737604141235,0.8984375,6.9987,91.445,1.429
0.3199,2.523679256439209,3.2500000000000004e-05,0.89375,0.0938337801608579,700,0.3137512803077698,0.9015625,7.025,91.103,1.423
0.3232,3.2099552154541016,3e-05,0.8919642857142858,0.10723860589812333,800,0.3061083257198334,0.90625,7.0621,90.625,1.416
0.3085,7.305332183837891,2.7500000000000004e-05,0.8955357142857143,0.12064343163538874,900,0.31216517090797424,0.90625,7.0269,91.079,1.423
0.291,4.626789569854736,2.5e-05,0.9040178571428571,0.13404825737265416,1000,0.3105141222476959,0.9015625,7.0026,91.394,1.428
0.3019,5.097012519836426,2.25e-05,0.8977678571428571,0.14745308310991956,1100,0.3082812428474426,0.90625,6.9774,91.724,1.433
0.3216,5.3476948738098145,2e-05,0.9004464285714285,0.16085790884718498,1200,0.3116317689418793,0.9078125,7.0016,91.408,1.428
0.3315,3.410270929336548,1.75e-05,0.896875,0.1742627345844504,1300,0.30868420004844666,0.9078125,7.0346,90.979,1.422
0.2945,5.470234394073486,1.5e-05,0.9008928571428572,0.1876675603217158,1400,0.30638647079467773,0.9078125,7.0064,91.345,1.427
0.3056,11.164987564086914,1.25e-05,0.9035714285714286,0.20107238605898123,1500,0.306802362203598,0.909375,7.0405,90.902,1.42
0.3186,3.5629401206970215,1e-05,0.9004464285714285,0.21447721179624665,1600,0.3039023280143738,0.9078125,6.9964,91.476,1.429
0.2745,1.5907038450241089,7.5e-06,0.9053571428571429,0.22788203753351208,1700,0.31053808331489563,0.90625,7.0257,91.094,1.423
0.2938,5.595911026000977,5e-06,0.9066964285714286,0.24128686327077747,1800,0.30892351269721985,0.9078125,7.0333,90.995,1.422
0.2742,4.436264991760254,2.5e-06,0.9066964285714286,0.2546916890080429,1900,0.30697715282440186,0.9078125,7.0233,91.126,1.424
0.3303,0.5491580963134766,0.0,0.896875,0.2680965147453083,2000,0.30671411752700806,0.9078125,7.0037,91.38,1.428
