accuracy,epoch,grad_norm,learning_rate,loss,step,eval_accuracy,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second
0.3675,0.013404825737265416,1.436632513999939,4.5e-05,1.369,100,0.63125,1.344918131828308,6.8297,93.708,1.464
0.5897321428571428,0.02680965147453083,2.1626687049865723,4e-05,1.3145,200,0.8296875,1.2530701160430908,6.8292,93.716,1.464
0.8151785714285714,0.040214477211796246,3.2939414978027344,3.5e-05,1.1077,300,0.8734375,0.8841196298599243,6.8461,93.484,1.461
0.8758928571428571,0.05361930294906166,1.6282436847686768,3e-05,0.5687,400,0.884375,0.3740648329257965,6.8869,92.929,1.452
0.8834821428571429,0.06702412868632708,2.623953104019165,2.5e-05,0.3568,500,0.890625,0.33917245268821716,6.9175,92.519,1.446
0.8870535714285714,0.08042895442359249,3.214031934738159,2e-05,0.3451,600,0.88125,0.3367655873298645,6.9073,92.655,1.448
0.8848214285714285,0.0938337801608579,2.1561050415039062,1.5e-05,0.3386,700,0.89375,0.3314749300479889,6.885,92.956,1.452
0.8776785714285714,0.10723860589812333,3.256601572036743,1e-05,0.3521,800,0.8953125,0.32205361127853394,6.9063,92.67,1.448
0.8861607142857143,0.12064343163538874,5.637331485748291,5e-06,0.3397,900,0.89375,0.32508134841918945,6.9174,92.52,1.446
0.8892857142857142,0.13404825737265416,3.5472352504730225,0.0,0.331,1000,0.896875,0.32400256395339966,6.9129,92.581,1.447
0.8875,0.14745308310991956,3.868518114089966,2.25e-05,0.3415,1100,0.9,0.31702250242233276,6.9319,92.326,1.443
0.8901785714285714,0.16085790884718498,4.8416829109191895,2e-05,0.3401,1200,0.8984375,0.3197469115257263,6.8928,92.85,1.451
0.8852678571428572,0.1742627345844504,1.9832748174667358,1.75e-05,0.3599,1300,0.903125,0.3191963732242584,6.8744,93.099,1.455
0.8973214285714286,0.1876675603217158,4.531810760498047,1.5e-05,0.3248,1400,0.903125,0.31580063700675964,6.8928,92.851,1.451
0.8995535714285714,0.20107238605898123,9.770008087158203,1.25e-05,0.3235,1500,0.9015625,0.3147151470184326,6.8789,93.039,1.454
0.8928571428571429,0.21447721179624665,4.0940728187561035,1e-05,0.341,1600,0.903125,0.3127574324607849,6.8833,92.979,1.453
0.9026785714285714,0.22788203753351208,1.5123611688613892,7.5e-06,0.2925,1700,0.9078125,0.3193971514701843,6.8776,93.056,1.454
0.9004464285714285,0.24128686327077747,4.863269329071045,5e-06,0.3203,1800,0.9078125,0.3172776699066162,6.8855,92.95,1.452
0.9040178571428571,0.2546916890080429,3.577638864517212,2.5e-06,0.299,1900,0.909375,0.316612184047699,6.8731,93.116,1.455
0.89375,0.2680965147453083,0.7198339104652405,0.0,0.3514,2000,0.909375,0.3160543739795685,6.9519,92.061,1.438
0.8975,0.28150134048257375,1.7405601739883423,1.5e-05,0.3199,2100,0.903125,0.3133966028690338,6.9242,92.43,1.444
0.8964285714285715,0.2949061662198391,3.174588203430176,1.3333333333333333e-05,0.3139,2200,0.9078125,0.31324657797813416,6.8884,92.91,1.452
0.9008928571428572,0.30831099195710454,4.662349224090576,1.1666666666666668e-05,0.3058,2300,0.896875,0.3131311535835266,6.9034,92.707,1.449
0.8910714285714286,0.32171581769436997,2.5963375568389893,1e-05,0.3357,2400,0.9046875,0.31290116906166077,6.9049,92.688,1.448
0.8986607142857143,0.3351206434316354,6.686902046203613,8.333333333333334e-06,0.2952,2500,0.9046875,0.3119257986545563,6.9125,92.586,1.447
0.9022321428571428,0.3485254691689008,3.951324462890625,6.666666666666667e-06,0.2985,2600,0.9046875,0.31192776560783386,6.8942,92.831,1.45
0.9040178571428571,0.36193029490616624,5.367414951324463,5e-06,0.2853,2700,0.909375,0.31368985772132874,6.8759,93.079,1.454
0.8986607142857143,0.3753351206434316,1.9724491834640503,3.3333333333333333e-06,0.3001,2800,0.90625,0.31167903542518616,6.8782,93.048,1.454
0.9026785714285714,0.38873994638069703,3.194481372833252,1.6666666666666667e-06,0.3042,2900,0.90625,0.3129273056983948,6.8975,92.787,1.45
0.9035714285714286,0.40214477211796246,2.4521963596343994,0.0,0.3037,3000,0.90625,0.3125933110713959,6.8822,92.993,1.453
