loss,grad_norm,learning_rate,accuracy,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.368,1.3487375974655151,4.75e-05,0.36625,0.013404825737265416,100,1.323395013809204,0.6984375,7.0313,91.021,1.422
0.967,4.830726623535156,4.5e-05,0.746875,0.02680965147453083,200,0.4003266394138336,0.875,7.0457,90.835,1.419
0.3717,3.6189236640930176,4.25e-05,0.8754464285714286,0.040214477211796246,300,0.3475223183631897,0.88125,7.0683,90.545,1.415
0.311,3.2295005321502686,4e-05,0.890625,0.05361930294906166,400,0.3369383215904236,0.8953125,7.1216,89.868,1.404
0.3154,4.18356990814209,3.7500000000000003e-05,0.8928571428571429,0.06702412868632708,500,0.32307881116867065,0.9015625,7.1169,89.927,1.405
0.3036,6.319220066070557,3.5e-05,0.9,0.08042895442359249,600,0.3281506299972534,0.9015625,7.1225,89.856,1.404
0.3122,2.1658365726470947,3.2500000000000004e-05,0.9022321428571428,0.0938337801608579,700,0.315926730632782,0.9015625,7.0932,90.227,1.41
0.313,2.984663248062134,3e-05,0.8924107142857143,0.10723860589812333,800,0.30565157532691956,0.9078125,7.1058,90.068,1.407
0.2916,9.089312553405762,2.7500000000000004e-05,0.9017857142857143,0.12064343163538874,900,0.3125339448451996,0.90625,7.1009,90.13,1.408
0.2877,3.702444076538086,2.5e-05,0.9049107142857142,0.13404825737265416,1000,0.3086635172367096,0.9046875,7.0927,90.234,1.41
0.3053,3.720606565475464,2.25e-05,0.9008928571428572,0.14745308310991956,1100,0.304222047328949,0.9109375,7.1257,89.816,1.403
0.3057,5.264369487762451,2e-05,0.9044642857142857,0.16085790884718498,1200,0.3048238456249237,0.9125,7.0824,90.365,1.412
0.3223,3.9937756061553955,1.75e-05,0.9017857142857143,0.1742627345844504,1300,0.3059302568435669,0.9078125,7.0775,90.428,1.413
0.292,4.119516849517822,1.5e-05,0.9035714285714286,0.1876675603217158,1400,0.3011321723461151,0.9046875,7.0536,90.733,1.418
0.3027,7.800331115722656,1.25e-05,0.9040178571428571,0.20107238605898123,1500,0.3001810610294342,0.90625,7.068,90.549,1.415
0.3196,3.8269965648651123,1e-05,0.9008928571428572,0.21447721179624665,1600,0.2987641394138336,0.9078125,7.0591,90.663,1.417
0.2644,1.3576611280441284,7.5e-06,0.9107142857142857,0.22788203753351208,1700,0.3055523931980133,0.9078125,7.0507,90.771,1.418
0.2864,7.988190650939941,5e-06,0.9080357142857143,0.24128686327077747,1800,0.3032585084438324,0.90625,7.0959,90.193,1.409
0.2677,4.2317352294921875,2.5e-06,0.9098214285714286,0.2546916890080429,1900,0.30247265100479126,0.9078125,7.1083,90.036,1.407
0.327,0.4724491536617279,0.0,0.9058035714285714,0.2680965147453083,2000,0.30173632502555847,0.909375,7.1107,90.005,1.406
