loss,grad_norm,learning_rate,accuracy,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.3664,1.344157338142395,4.75e-05,0.3625,0.013404825737265416,100,1.3266671895980835,0.715625,6.9108,92.609,1.447
1.096,3.424543857574463,4.5e-05,0.7178571428571429,0.02680965147453083,200,0.519973635673523,0.8640625,6.9545,92.027,1.438
0.4211,3.0794026851654053,4.25e-05,0.8674107142857143,0.040214477211796246,300,0.3435867130756378,0.884375,7.0137,91.25,1.426
0.3104,2.5710723400115967,4e-05,0.8959821428571428,0.05361930294906166,400,0.33048591017723083,0.8953125,7.0032,91.387,1.428
0.3118,5.017606258392334,3.7500000000000003e-05,0.8964285714285715,0.06702412868632708,500,0.3318641781806946,0.903125,7.033,90.999,1.422
0.3062,3.8795547485351562,3.5e-05,0.8964285714285715,0.08042895442359249,600,0.335935115814209,0.8921875,7.0028,91.392,1.428
0.316,2.2159903049468994,3.2500000000000004e-05,0.8955357142857143,0.0938337801608579,700,0.321524441242218,0.9015625,7.024,91.116,1.424
0.3236,2.4653844833374023,3e-05,0.8919642857142858,0.10723860589812333,800,0.3093613386154175,0.903125,7.0205,91.161,1.424
0.3064,6.618311405181885,2.7500000000000004e-05,0.8977678571428571,0.12064343163538874,900,0.3146687150001526,0.9078125,7.0364,90.956,1.421
0.2941,4.17156982421875,2.5e-05,0.9022321428571428,0.13404825737265416,1000,0.31226494908332825,0.9046875,7.0217,91.146,1.424
0.3032,4.746549129486084,2.25e-05,0.9013392857142857,0.14745308310991956,1100,0.3097771108150482,0.90625,7.0254,91.098,1.423
0.317,5.226120948791504,2e-05,0.8995535714285714,0.16085790884718498,1200,0.31200429797172546,0.903125,7.0355,90.967,1.421
0.3285,2.90529203414917,1.75e-05,0.8977678571428571,0.1742627345844504,1300,0.31254130601882935,0.909375,7.0194,91.176,1.425
0.2958,4.329719066619873,1.5e-05,0.9044642857142857,0.1876675603217158,1400,0.30834025144577026,0.9078125,7.0232,91.126,1.424
0.2997,10.277356147766113,1.25e-05,0.903125,0.20107238605898123,1500,0.3100603520870209,0.909375,7.0425,90.877,1.42
0.3201,3.2342724800109863,1e-05,0.8991071428571429,0.21447721179624665,1600,0.3059918284416199,0.9078125,7.0868,90.309,1.411
0.2718,1.0787851810455322,7.5e-06,0.9066964285714286,0.22788203753351208,1700,0.31295308470726013,0.909375,7.0083,91.321,1.427
0.2972,5.408249855041504,5e-06,0.9053571428571429,0.24128686327077747,1800,0.31168344616889954,0.9109375,7.002,91.402,1.428
0.2797,3.5098719596862793,2.5e-06,0.9071428571428571,0.2546916890080429,1900,0.3096340298652649,0.9078125,7.0056,91.356,1.427
0.3323,0.425044447183609,0.0,0.8977678571428571,0.2680965147453083,2000,0.30899161100387573,0.9109375,7.0311,91.024,1.422
